EMPRESA_GENERICA;TAMANO_EMPRESA;CATEGORIA;ID_DIVISION;TT;SEXO;GRUPO;RO (ENE);RO (FEB);RO (MAR);RO (ABR);RO (MAY);RO (JUN);HO (ENE);HO (FEB);HO (MAR);HO (ABR);HO (MAY);HO (JUN);RE (ENE);RE (FEB);RE (MAR);RE (ABR);RE (MAY);RE (JUN);HE (ENE);HE (FEB);HE (MAR);HE (ABR);HE (MAY);HE (JUN);C (ENE);C (FEB);C (MAR);C (ABR);C (MAY);C (JUN);NT (ENE);NT (FEB);NT (MAR);NT (ABR);NT (MAY);NT (JUN)
14;3;D;1;33;1;9;143554473;128835451;80601368;72334032;45303794;45863144;112080;94568;59500;53515;31713;25304;75000629;49373806;34359985;10310188;4289106;4761768;35666;23318;16096;4757;1965;2138;234735844;191024074;122958338;88490996;53137981;53654628;863;654;346;292;251;159
14;3;D;1;33;2;1;108159568;107305096;105626870;105584362;105536362;105435792;3096;3096;3096;2903;2903;2903;0;0;0;0;0;0;0;0;0;0;0;0;110457692;109910979;107591780;107258982;109039535;106793888;16;16;16;15;15;15
14;3;D;1;33;2;2;17740613;17740613;17740613;17740613;17740613;17977824;1742;1742;1742;1742;1742;1742;896900;1216042;825368;478714;379669;957428;82;111;75;44;35;87;19550388;19871685;19462660;19107028;18991293;19842599;9;9;9;9;9;9
14;3;D;1;33;2;3;30904317;31072535;31095448;31915108;31934826;34229403;5366;5418;5418;5418;5418;5322;7058659;8865300;5673955;3836749;1606934;1566180;1386;1742;1133;762;357;371;40023953;42074857;38792042;37592652;35253320;37665307;28;28;28;28;28;29
14;3;D;1;33;2;4;20029323;20008696;19902722;18607910;17966227;18623986;3870;3870;3818;3587;3516;3418;3295389;4858122;2516246;1741732;913196;1310756;601;832;433;344;182;237;24670948;26213469;23633367;21545389;19854574;21060543;20;20;20;19;19;18
14;3;D;1;33;2;6;27513700;31374284;22178826;20014785;20026387;20236230;3870;3870;3870;3870;3831;3870;39227;0;0;118175;42966;216122;15;0;0;52;20;96;29066480;33001860;23771078;21694634;21600711;22741596;20;20;20;20;20;20
14;3;D;1;33;2;7;15937182;15839565;15981407;15270723;15216545;16090055;4451;4451;4386;4257;4257;4257;7520604;9153388;5877957;3224087;1711009;2009438;1877;2286;1483;811;419;484;25041566;26595153;23258830;19570415;17885668;19212276;23;23;23;22;22;22
14;3;D;1;33;2;8;13187466;13362593;13883420;13743533;13756458;13869612;4644;4599;4644;4644;4644;4612;9431119;9562357;5971543;2887605;1061173;1116548;2634;2717;1687;859;374;392;24357775;24669933;21394929;17821233;15840160;16207203;24;24;24;24;24;24
14;3;D;1;33;2;9;114051350;108677672;67836688;62568101;48615109;54875520;86870;70202;40545;36029;25870;25585;62643473;50708235;29327133;10054478;4379060;5693024;27963;22397;12722;4285;1841;2272;190323783;171345449;103930738;77705775;56643691;64561147;648;489;241;198;178;148
15;1;D;9;11;1;4;728958;728958;728958;728958;728958;728958;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;785883;785883;785883;785883;785883;785883;1;1;1;1;1;1
15;1;D;9;11;1;5;125115;125115;125115;125115;125115;125115;97;97;97;97;97;97;0;0;0;0;0;0;0;0;0;0;0;0;128234;128234;128234;128234;128234;128234;1;1;1;1;1;1
15;1;D;9;11;1;9;285000;285000;225000;253000;292400;280600;194;194;117;97;176;190;0;0;0;0;0;0;0;0;0;0;0;0;292737;292737;233897;255404;299536;292394;2;2;2;2;2;2
15;1;D;9;11;2;1;3984576;3995762;4007852;4021398;4031930;4037094;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;3984576;3995762;4007852;4021398;4031930;4037094;2;2;2;2;2;2
15;1;D;9;11;2;4;1809000;1809000;1809000;1809000;1809000;1809000;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;1945108;1945108;1995108;1995108;1995108;1995108;2;2;2;2;2;2
15;1;D;9;11;2;9;1419867;1436000;1522745;1518867;1379647;1354301;767;776;749;767;738;722;4706;0;0;11293;7528;0;2;0;0;3;2;0;1547361;1559332;1683630;1654202;1508679;1511448;4;4;4;4;4;4
16;3;D;7;33;1;1;1874439;1874439;1874439;1874439;1874439;1874439;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1992671;1992671;1992671;1992671;1992671;1992671;1;1;1;1;1;1
16;3;D;7;33;1;2;24452777;22820176;25052076;22655526;24645792;24733930;3686;3658;3658;3667;3686;3524;0;0;0;0;0;0;0;0;0;0;0;0;27177501;25639001;28351226;26200365;27457578;27549672;19;19;19;19;19;19
16;3;D;7;33;1;3;32017703;14076674;31985587;28220600;31217872;31029074;5044;5044;4921;5387;4837;4973;153341;0;442928;29604;504536;530745;26;0;90;5;106;113;38762467;19079520;39477578;33428846;38885113;36365376;27;27;28;29;29;30
16;3;D;7;33;1;4;8185396;8567703;8667431;8662448;8772617;9321928;2419;2522;2522;2522;2522;2509;861010;779337;691787;771980;855928;659797;135;128;117;120;129;108;10443612;11121850;11434662;11142260;11373630;11734796;13;13;13;13;13;13
16;3;D;7;33;1;5;745101;842735;487214;487214;487214;491404;388;388;194;388;388;194;134708;0;53052;106104;0;84084;22;0;7;14;0;15;1081562;1044289;669177;694194;694194;676689;2;2;1;2;2;1
16;3;D;7;33;2;1;19638816;19638816;19638816;19638816;19638816;19638816;776;776;776;776;776;776;0;0;0;0;0;0;0;0;0;0;0;0;20379265;20379265;20379265;20379265;20379265;20379265;4;4;4;4;4;4
16;3;D;7;33;2;2;57321587;53157495;58423288;58766338;60358604;64114346;8730;8536;8536;8704;8601;8665;75412;39651;202759;110322;76732;162585;24;11;41;28;18;37;63954282;59917637;65676645;66196052;67179966;71409623;45;44;44;45;45;45
16;3;D;7;33;2;3;32221399;23645678;33388419;31189447;33676768;30677815;6208;6499;6402;6480;6434;5995;1446400;860210;1046786;1133444;1312729;898738;285;186;207;236;276;190;38657922;30017949;39878816;37712925;39962477;36233924;32;34;34;34;34;31
16;3;D;7;33;2;4;6491487;5457209;6318858;6534662;6862365;6635964;1358;1358;1358;1358;1358;1358;136134;298571;79629;224458;251126;159932;22;46;17;36;35;30;7537642;6766978;7437098;7757317;8130017;7744149;7;7;7;7;7;7
16;3;D;7;33;2;5;5409579;5311944;5239422;5240121;5240347;5301512;1746;1845;1845;1746;1746;1746;268895;308669;306292;257713;253665;247485;63;58;56;55;48;46;6637132;6640295;6529693;6451993;6773980;6512388;9;10;10;9;9;9
16;3;D;7;33;2;8;9647446;9742367;9586782;9268062;9071430;9173525;2910;2791;2791;2574;2716;2470;1026497;671706;797568;1369776;1309446;748693;242;172;195;313;300;183;13083632;12847318;12761163;13407471;12467485;12295541;15;15;15;14;14;13
17;2;D;1;22;1;1;1992288;1997881;2003926;2010699;2015965;2018547;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;2059627;2065409;2071658;2079650;2084105;2086774;1;1;1;1;1;1
17;2;D;1;22;1;6;3822623;3536090;3550320;3706360;3683200;3792880;2829;2622;2603;2687;2700;2762;0;0;0;0;0;0;0;0;0;0;0;0;4043869;3723677;3746179;3908108;3876681;3991282;15;15;15;15;14;15
17;2;D;1;22;2;1;3984576;3995762;4007852;4021398;4031930;4037094;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;4119254;4209535;4143316;4159300;4168209;4150942;2;2;2;2;2;2
17;2;D;1;22;2;7;6766749;6371862;6633147;6180417;6603088;6564937;3397;3211;3353;2946;3215;3249;0;0;0;0;0;0;0;0;0;0;0;0;7085623;6693721;6945673;6481676;6898289;6851895;21;17;18;16;17;17
17;2;D;1;22;2;8;906800;898000;915600;915600;928000;923600;582;582;582;582;582;582;0;0;0;0;0;0;0;0;0;0;0;0;943996;933785;958459;958459;965490;961259;3;3;3;3;3;3
18;2;O;3;12;1;2;2073796;2336332;2336332;2336332;2336332;2336332;527;527;527;527;527;527;0;0;0;0;0;0;0;0;0;0;0;0;2245426;2550892;2541610;2533042;2583140;2533042;3;3;3;3;3;3
18;2;O;3;12;1;6;2462541;2292932;3425936;2285945;1827158;2557745;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;2635977;2468112;3615338;2458261;1984131;2736769;1;1;1;1;1;1
18;2;O;3;12;2;1;3069824;3069824;3069824;3105434;3105434;3105434;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;3183556;3189196;3189471;3225390;3225629;3225746;1;1;1;1;1;1
18;2;O;3;12;2;2;6615860;6718760;7462506;7462506;7462506;8344951;1804;1765;1875;1875;1875;2068;0;0;0;31948;0;0;0;0;0;8;0;0;7174881;7406489;8128413;8153177;8266043;9062871;10;10;10;10;10;11
18;2;O;3;12;2;3;4676367;5077583;4997583;4997583;4997583;4997583;1161;1161;1161;1161;1161;1161;0;0;0;0;0;0;0;0;0;0;0;0;5037647;5533127;5409401;5409252;5406468;5406468;6;6;6;6;6;6
18;2;O;3;12;2;6;289982;289982;289982;289982;289982;289982;84;84;84;84;84;84;0;0;0;0;0;0;0;0;0;0;0;0;326658;326658;326658;326658;326658;326658;1;1;1;1;1;1
19;3;L;1;23;1;1;4276812;4276812;4276812;4285560;4285560;4285560;378;378;378;378;378;378;0;267677;67111;72096;96640;112747;0;19;5;5;6;7;4407134;4675000;4474638;4488898;4527270;4529814;2;2;2;2;2;2
19;3;L;1;23;1;2;15132502;15138933;16452817;16061629;16061629;16535514;2460;2460;2649;2649;2649;2649;0;412208;29341;222928;149944;418661;0;74;8;43;37;76;15728063;16147377;17120605;16916847;17164406;17590423;13;13;14;14;14;14
19;3;L;1;23;1;3;14486502;14490878;14856342;14490878;14508844;14841084;3784;3784;3784;3784;3784;3784;0;1148062;570309;826409;580044;558701;0;373;185;265;196;196;14925804;16092639;15866472;15773695;15860821;15851975;20;20;20;20;20;20
19;3;L;1;23;1;4;21105195;21113621;21661165;21129581;21149353;21753339;5865;5865;5865;5865;5865;5865;0;934157;456671;842100;680575;835015;0;354;180;299;246;324;21740033;22682901;22753416;22607261;22940526;23224804;31;31;31;31;31;31
19;3;L;1;23;1;9;1395259;1401213;1401213;1401213;1401213;1401213;378;378;378;378;378;378;0;65057;27600;78857;69000;76886;0;33;14;40;35;39;1438753;1509965;1472508;1523765;1546380;1521794;2;2;2;2;2;2
19;3;L;1;23;2;1;26122949;26122949;26156173;26122949;26122949;26167692;2081;2081;2081;2081;2081;2081;0;1079134;251181;481701;261271;480004;0;91;26;58;36;55;26776329;27856817;27063550;27262494;27098106;27307438;11;11;11;11;11;11
19;3;L;1;23;2;2;12630984;12637929;12770825;12637929;12637929;12779574;1892;1892;1892;1892;1892;1892;0;741599;378127;412910;473621;435870;0;128;68;75;82;74;13103749;13852528;13621952;13523839;13829845;13688741;10;10;10;10;10;10
19;3;L;1;23;2;3;17929401;19190601;19489617;18624984;18495965;18767712;3973;4162;4162;4162;3973;3973;0;1838672;1184307;1390247;1303956;1392324;0;506;301;357;322;354;18469290;21652340;21268157;20605188;20741097;20742103;21;22;22;22;21;21
19;3;L;1;23;2;4;9091664;9095715;9295059;9095715;9736173;9941471;2460;2460;2460;2460;2649;2649;0;1075102;618579;585606;701174;725182;0;322;191;175;213;224;9360639;10453206;10185955;9964168;10954519;10969539;13;13;13;13;14;14
19;3;L;1;23;2;9;27515723;28051649;28627136;28062328;28062328;28654289;7757;7946;7946;7946;7946;7946;0;3841296;2794244;2474914;2949043;3290833;0;1339;1036;879;1042;1173;28302997;32703180;32225537;31341399;32415587;32739223;41;42;42;42;42;42
20;2;D;13;22;1;3;351349;351349;351349;;;;155;155;155;;;;0;0;0;;;;0;0;0;;;;465299;465299;465299;;;;1;1;1;;;
20;2;D;13;22;2;1;1803172;1803172;1803172;1803172;1803172;1803172;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1917931;1917931;1917931;1917931;1917931;1917931;1;1;1;1;1;1
20;2;D;13;22;2;3;2584668;2580168;2584668;2584668;2584668;2584668;776;776;776;776;776;776;114882;368624;408379;279406;417681;346085;27;78;90;63;92;74;2998015;3264761;3312175;3174312;3322627;3245768;4;4;4;4;4;4
20;2;D;13;22;2;7;4378857;4348421;4183319;4079495;4057322;4162221;2319;2126;2302;1921;1922;1904;442005;608264;424852;460681;561546;423870;189;275;163;202;248;179;5434540;5577890;5182930;5105248;5181860;5146692;12;11;11;10;10;10
20;2;D;13;22;2;8;13867373;13095624;13094037;12461449;12437954;12054483;8374;8356;6182;7139;7178;6294;1553090;1579206;1352091;1308025;1419675;1071624;436;743;626;594;649;497;17413293;16577396;16314104;15571687;15638496;14838172;45;45;40;41;38;35
21;3;G;2;33;1;1;2659610;2670248;2670248;2670248;2670248;2694280;194;194;194;194;194;194;0;370723;164766;0;0;166249;0;18;8;0;0;8;2678537;3059951;2854051;2689350;2689350;2879705;1;1;1;1;1;1
21;3;G;2;33;1;2;73303246;72732888;93852102;79474858;79474858;82119334;2973;2940;3192;7920;7920;7785;2606244;2518840;2865608;4147371;0;3349874;242;231;269;421;0;352;78376611;77728671;100145946;86095353;86095353;87982657;40;42;49;44;44;44
21;3;G;2;33;1;3;6890843;6876848;7427522;6876991;6876991;6964495;485;485;485;720;720;774;0;202370;729175;226323;0;844920;0;14;57;18;0;68;7113641;7257113;8453309;7283827;7283827;8004970;5;4;4;4;4;4
21;3;G;2;33;1;4;35604885;36765931;39071140;34693660;34693660;37135587;3830;3997;3916;5400;5400;5321;4272723;3511172;3541775;3966979;0;3313347;446;367;364;407;0;318;41412686;41718793;44934927;40054065;40054065;41985263;30;30;31;30;30;32
21;3;G;2;33;1;7;14398671;11218834;12771921;18903379;18903379;15402483;966;869;936;2160;2160;1961;1169245;1709592;1735064;2882549;0;868610;78;131;104;212;0;55;16069390;13352241;15086139;22520892;22520892;16863379;8;8;8;12;12;11
21;3;G;2;33;1;8;;;164000;82000;82000;;;;71;39;39;;;;0;0;0;;;;0;0;0;;;;170478;85239;85239;;;;1;1;1;
21;3;G;2;33;1;9;;;;;;2840398;;;;;;387;;;;;;542721;;;;;;56;;;;;;3514608;;;;;;2
21;3;G;2;33;2;1;151378040;151085906;141860391;159279391;159279391;145303595;3783;3783;3734;3734;3734;3870;985669;631827;1564774;2068041;0;1433772;38;27;54;68;0;50;153314367;152647333;144315062;162282706;162282706;147538168;21;21;23;21;21;20
21;3;G;2;33;2;2;476669531;463964489;477288774;482965750;482965750;479143580;17524;16892;16952;30420;30420;30644;43469971;42344636;37868300;47665530;0;50251997;2468;2290;2150;2768;0;2682;532860172;518524874;529448755;542944361;542944361;541591368;178;171;197;169;169;168
21;3;G;2;33;2;3;170787570;171306755;168336541;181654307;181654307;177331459;10126;10127;10075;16570;16570;16841;19485512;15679612;17314504;31112171;0;24475077;1294;1425;1394;2727;0;1917;195527537;192050141;191390373;218178521;218178521;206764657;91;91;93;92;92;89
21;3;G;2;33;2;4;25536673;26734517;29160899;29983839;29983839;27070408;2618;2767;2974;3006;3006;3677;2893636;2653120;2355759;2736153;0;3623872;313;292;236;285;0;358;29322522;30331419;32941688;33561118;33561118;31449284;19;20;27;20;20;19
21;3;G;2;33;2;7;468878225;410654394;456814582;620608134;620608134;594682434;24440;23045;23160;45500;45500;88338;49267301;33244703;41067753;92789011;0;50012961;4251;4788;5687;12354;0;6639;538261395;459931551;518334713;738538187;738538187;667891669;528;386;509;575;575;709
21;3;G;2;33;2;8;27296780;28653003;28108484;27899132;27899132;26010087;5444;5633;5366;5153;5153;6379;6605862;7626569;7099072;11496320;0;8927856;1342;1557;1512;2458;0;1901;35805634;37366416;36947320;40537821;40537821;36188300;36;36;41;39;39;35
21;3;G;2;33;2;9;;;;5213675;5213675;53343718;;;;4760;4760;9680;;;;433265;0;652424;;;;44;0;81;;;;5870020;5870020;56039037;;;;32;32;73
22;3;D;15;33;1;1;2694788;2694788;2694788;2694788;2694788;2694788;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;2832009;2832198;2832402;2841149;2832810;2832897;1;1;1;1;1;1
22;3;D;15;33;1;2;3919681;3919681;3919681;3724875;3168285;3084796;581;581;581;518;407;387;0;0;0;0;0;0;0;0;0;0;0;0;4146239;4146239;4146239;4132724;3418464;3263098;3;3;3;3;3;2
22;3;D;15;33;1;3;7155793;7192205;7210540;6685792;6551628;7094451;1355;1355;1503;1238;1202;1328;126740;125068;143835;47945;46403;38433;16;16;18;6;6;5;7648751;7685313;7731290;7418534;6986854;7530619;7;7;8;7;7;7
22;3;D;15;33;1;4;18344201;18099390;17214247;17987676;17342761;17497552;4977;4860;4428;4635;4388;4451;1166976;1373633;874596;1006761;985837;968557;229;268;180;195;189;202;20478280;20482143;19017404;21181346;19686734;19846109;26;26;24;24;23;23
22;3;D;15;33;2;1;57721101;57721101;57721101;57721101;57827466;53792276;2709;2709;2709;2709;2709;2516;0;0;0;0;0;0;0;0;0;0;0;0;59060429;59063465;59066745;59323946;59320551;55218532;14;14;14;14;14;13
22;3;D;15;33;2;2;48605848;49367619;49334086;50158002;48574333;53353114;5999;6165;6156;6102;5954;6579;325600;374307;377426;562815;507677;526629;25;42;38;52;48;47;51450151;52335842;52300321;55227835;51980749;57192422;31;32;32;32;31;34
22;3;D;15;33;2;3;34886692;36776841;35471509;38043614;36443841;40670548;6561;7160;6746;6912;7269;8073;1262869;1156718;1124814;1375056;944230;1487191;145;154;172;180;152;204;38006959;39898528;38547323;43086749;39786906;44900421;34;37;35;36;38;42
22;3;D;15;33;2;4;16486675;17103417;16478469;16591725;16586633;16462537;4478;4757;4748;4545;4451;4361;1076163;1350654;1194177;1461075;1477480;1364089;184;240;196;241;240;234;18430409;19374395;18524819;20262983;19614435;19330018;25;25;24;24;23;23
22;3;D;15;33;2;6;31702082;35145143;33489297;37436589;44322582;38822348;6426;6665;6309;6791;7934;7547;423439;630598;391303;519962;503200;655017;63;111;62;77;86;121;33695378;37516256;35573866;42380002;49137254;43037364;34;35;34;37;41;39
22;3;D;15;33;2;7;112025969;110686377;109466497;113810152;114353296;114371827;41661;41468;42273;43119;42737;42728;5190013;8617907;7386238;9909565;6627276;9199283;1259;2100;1737;2324;1622;2267;122954653;125173373;122555823;141103063;134121391;137062703;222;219;224;228;229;231
23;2;D;1;22;1;1;1890797;1890863;1890935;1891746;1891810;1891842;86;84;84;84;84;84;0;0;0;0;0;0;0;0;0;0;0;0;1941722;1941788;1941860;1942671;1942735;1942767;1;1;1;1;1;1
23;2;D;1;22;1;2;1592645;1592711;1592783;1593594;1593658;1593690;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1724619;1724685;1724757;1725568;1725632;1725664;1;1;1;1;1;1
23;2;D;1;22;1;3;2777234;2599613;3198635;3311356;3142966;3229632;970;970;1164;1161;1148;1161;717330;342511;857696;1091790;1075129;978950;213;102;266;336;333;301;3850096;3138467;4270500;4629383;4480690;4424738;5;6;6;6;6;6
23;2;D;1;22;1;4;1180912;1180978;1178594;1275042;1275170;1592096;388;388;381;387;387;387;63113;51843;56351;18032;4508;0;14;12;13;4;1;0;1503405;1491627;1494414;1557218;1539823;1868171;2;2;3;2;2;2
23;2;D;1;22;1;7;11151137;16085603;22095305;27100973;26241924;23796533;5613;8740;10097;12074;11952;11299;1149466;1021783;2690090;3687354;3600563;3288174;533;474;1245;1755;1685;1522;12990351;18347385;27163809;32779473;32328333;29476442;37;59;64;70;73;76
23;2;D;1;22;1;9;1416611;1388468;1458637;1155405;1058483;951635;729;744;776;626;581;510;240786;181802;327060;394252;399941;358198;104;79;142;171;173;155;1711028;1606220;1827864;1573134;1479384;1326476;4;4;4;4;3;3
23;2;D;1;22;2;1;5659027;4660153;6258429;6812342;6588812;6816656;537;453;582;581;581;581;0;0;0;0;0;0;0;0;0;0;0;0;6024368;5016897;6633686;7248852;6968364;7196312;3;3;3;3;3;3
23;2;D;1;22;2;3;27823116;28113532;32958914;31365849;31698147;29125930;4475;4637;4708;4438;4489;4379;549521;1169361;976775;1356153;1425850;1013763;137;224;214;311;304;226;30413098;30922639;35808402;34515065;34851972;31805324;24;25;25;25;25;24
23;2;D;1;22;2;4;4762496;4707304;4904975;5482019;5545133;5366142;1164;1164;1216;1355;1355;1290;624931;412731;562374;616695;719103;648466;154;95;132;153;185;171;5707202;5442158;5804061;6457606;6620752;6419519;6;6;7;7;7;7
23;2;D;1;22;2;7;13312341;14926885;19266932;22385202;22672924;21606560;5465;6494;8054;9585;9477;9264;1926857;2078453;2656956;4463257;4266761;3382135;645;649;979;1671;1612;1276;16597400;18350394;23991260;28892605;29163757;27245137;33;40;48;55;56;54
23;2;D;1;22;2;8;21730188;20698814;26938315;24684186;24088727;20077326;4579;4404;4560;4283;3976;4153;858975;852845;1045105;1313165;1280454;1084055;294;275;344;426;411;343;24389199;22837327;29382639;27815389;26858974;22497965;29;28;27;32;27;29
23;2;D;1;22;2;9;6455019;6690053;7699686;7858016;7674781;7225064;3036;3236;3780;3698;3652;3516;1166891;813081;918896;1780885;1560282;733684;435;303;341;664;583;270;8360366;7943593;9141678;10310339;9729616;9151059;18;20;20;21;20;20
24;2;D;6;12;1;2;2660170;2660170;2685636;2685636;2685636;2685636;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;3136941;3133132;3171454;3160561;3168873;3160990;2;2;2;2;2;2
24;2;D;6;12;1;3;705743;705743;711989;404993;671490;1018927;194;194;194;103;181;291;0;0;0;0;0;16951;0;0;0;0;0;9;859222;849927;870440;515843;820491;1237763;1;1;1;1;1;2
24;2;D;6;12;1;4;1817345;1733729;1822237;1782130;1750880;1700347;776;776;776;776;776;757;0;0;0;0;0;0;0;0;0;0;0;0;2227400;2119522;2245242;2191223;2160126;2086185;4;4;4;4;4;4
24;2;D;6;12;1;5;668028;638000;644629;688790;577943;577942;382;375;375;388;336;336;0;0;0;11204;0;0;0;0;0;5;0;0;842057;793223;827380;870508;748620;730292;2;2;2;2;2;2
24;2;D;6;12;1;6;9415738;9182444;8192622;8311870;7465973;9614083;1940;1940;1804;1798;1746;1746;0;0;0;0;0;0;0;0;0;0;0;0;10317242;10001529;9021466;9238008;8299576;10549984;10;10;10;10;10;10
24;2;D;6;12;2;1;3530633;3530633;3566228;3566228;3566228;3566228;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;3977889;3978260;4014257;4014706;4015056;4015228;1;1;1;1;1;1
24;2;D;6;12;2;2;2885272;2885272;2912844;2912844;2912844;2912844;291;291;291;291;291;291;0;0;0;0;0;0;0;0;0;0;0;0;3380318;3379581;3407950;3408156;3408316;3408395;2;2;2;2;2;2
24;2;D;6;12;2;4;956243;956243;965092;965092;965092;965092;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1146280;1152554;1184651;1163419;1165731;1160388;1;1;1;1;1;1
24;2;D;6;12;2;6;1652907;1706731;1453689;1748186;1927091;1874008;582;582;582;673;776;744;0;0;0;0;0;0;0;0;0;0;0;0;1922212;1974776;1707661;2074020;2265866;2234704;3;3;3;4;4;4
24;2;D;6;12;2;8;9758946;9853458;9240938;10311447;10161975;10040195;4540;4488;4145;4650;4637;4501;429527;525310;652843;845965;993587;1425802;191;212;280;347;363;550;12645722;12874483;12267139;13658262;13722104;14149962;26;28;24;25;25;26
24;2;D;6;12;2;9;1105191;1116109;1092059;1242432;789821;1033882;582;582;582;582;394;582;313823;235105;46916;369022;249671;78719;96;83;21;120;77;33;1782761;1683464;1489247;1956989;1377214;1438196;3;3;3;3;3;3
25;3;D;6;33;1;2;8767327;8847457;9618750;9217425;9217425;9783429;970;970;970;970;970;776;0;53472;4861;7292;0;0;0;11;1;2;0;0;9340479;9476438;9838362;9420144;9420144;9983083;5;5;5;5;5;4
